0,1,2,3,4,5,6
1572,"O sossego do campo e o servico prestado ao cliente, sao duas boas razoes para eu la voltar. Optimo servico de restaurante com grande variedade de menus. Tudo isto e uma perfeita conjugacao para um excelente fim de semana romantico ou com amigos.",3,positive,Vila Gale Clube,marco,2016
1573,"Um local muito calmo para relaxar e carregar bateiras. Um hotel para estar em familia ou com um grupo de amigos tem algumas actividades. tem uma adega, picadeiro, mini jardim para os miudos com piscina e escorrega. o pessoal e atencioso e trabalha em equipa. o pequeno almoco e variado, tambem fazem refeicoes.",3,positive,Gale Clube,marco,2016
1574,"Soberbo. Este hotel e indescritivel; os, colaboradores, desde a recepcao aos animadores. Uma equipa sempre atenta ao infimo pormenor para que nao haja falhas no conforto. salientando-se a maxima disponibilidade de todos, para que o hospede se sinta num autentico paraiso. Destaca-se o Sr. Miguel Varela; pela sua sapiencia, cultura, disponibilidade, e como um velho amigo confundindo-se com o dono do hotel.....mas, e simplesmente um colaborador a soldo....Parabens ao dono pela escolha deste profissional.. Parabens.",3,positive,Clube de Campo,marco,2016
1575,"A minha experiencia em familia neste hotel nao poderia ter sido melhor..., com atendimento atencioso, alojamento confortavel e limpo, uma optima gastronomia com pratos tradicionais deliciosos, SPA muito bom e com muitas actividades ligadas a natureza onde a minha filha de 8 anos experimentou varias e adorou. Recomendo vivamente. Irei certamente regressar para voltar a ter uns dias em modo Relax nestas paisagens unicas e alentejanas. Agradeco a toda a equipa Vila Gale!...",3,positive,Vila Gale,marco,2016
1576,O local perfeito para relaxar e recarregar baterias. Recomendo uma refeicao no restaurante ou uma massagem no spa. A visita a adega da para perceber a dimensao e area em torno do hotel. Os animais sao encantadores desde as varias cegonhas ate ao ponei...,3,negative,excelente escolha,fevereiro,2016
1577,"Espaco magnifico, ideal para repor as energias. Boa gastronomia e servico eficiente. Fantasticos 3 dias onde pude usufruir da piscina, e de uma espaco exterior magnifico, pois o hotel oferece bastantes actividades para o cliente se entreter. Obrigado!",3,positive,procura descanso,marco,2016
1578,"Um lugar onde podemos desfrutar da natureza e sossego.  A comida e muito boa e os quartos sao mais proporcionados para a epoca de Verao.  As condicoes no seu todo sao bastante boas. O staff e muito simpatico. Boa gente, tipico espirito alentejano. Recomendo sem duvidas. Ao fim de semana e o lugar onde familias com criancas estarao em quantidade. Visitamos a Adega Santa Vitoria e adoramos. Visitem porque nos voltaremos.",3,positive,Casa Santa Vitoria,marco,2016
1579,"Este hotel tem um conceito diferente dos outros da mesma cadeia, pelo facto de se situar no meio dos campos da cidade de Beja. O local e muito bonito, com casas tipicas alentejanas.  Muito bem recebidos a chegada, fomos  alojados num quarto confortavel, mas com alguns problemas de acustica que espero ja tenham sido resolvidos. O pequeno almoco e bom, com muita variedade. Apos o pequeno almoco e dada a possibilidade aos hospedes de alimentar os animais que la existem (porcos, lamas, avestruz, etc...) As actividades desportivas sao varias, coordenadas por uma empresa local (todas elas pagas). Existem passeios de burro, cavalo, charrete, moto 4... enfim, o tempo pode ser bem passado. O almoco e a carta, e embora seja bom, poderia adicionar outras iguarias locais, o que enriqueceria",3,positive,Gale,fevereiro,2016
1580,Um bom retiro em familia! Um hotel muito bonito com um decoracao muito agradavel. Passeios a cavalo e muito boa gastronomia! Ao spa tambem e bom. A repetir com certeza. Continuem assim com essa qualidade.,3,positive,Clube,fevereiro,2016
1581,"Estadia com 2 familias com 5 criancas. Local indicado para ferias em familia com atividades que manterao os mais pequenos ocupados durante o dia. O KidsClub funcionou muito bem e logo ao pequeno almoco as criancas eram informadas das atividades disponiveis e horarios. Os nossos agradecimentos ao Miguel e Angela que em Setembro 2015 animaram os dias nas nossas criancas. Hotel com uma zona com varios tipos de animais para as criancas alimentarem, vacas; cavalos; Lhamas, porcos, cabras e o burro Colombo que passeava as criancas todos os dias. Bom buffet para almoco/jantar e agradavel pequeno almoco. Hotel com bons quartos que permitem um bom descanso. Piscina indoor e outdoor; campo de tenis, mini-golf. Uma excelente adega de vinho e azeite para visitar e comprar da sua propria",3,positive,Campo,junho,2015
1582,"Bastante ludico para as criancas pois tem uma quinta com animais. Passeios a cavalo, bicicleta ou a pe a disposicao. Boa gastronomia e muita simpatia de todos os colaboradores do hotel. Visitas diarias a adega com guia e degustacao de alguns vinhos.",3,positive,nao perder Queremos,maio,2015
1583,"No meio da planicie alentejana, com a calma questao traz, fica este hotel bastante interessante.  Ja ca tinha estado a trabalho, e voltei em familia. O Spa e engracado sem ser nada de especial. E pena, pela natureza do hotel, este espaco nao estar ligado aos quartos.  A comida e boa e tem imensas atividades extra, inclusive com e para criancas.   Para-quedas aprecia bons vinhos existem boas quintas/adegas por esta zona, como os vinhos Vitoria, Grous ou Malhadinha nova.",3,positive,excelente,setembro,2015
1584,"Fui ha algum tempo com a familia e sao as ferias que recordo com mais carinho. O ar do campo e do Alentejo resolvem qualquer problema! Um optimo local para descansar, dar passeios ao livre, jogar um pouco de tenis ou apreciar o por-do-sol.",3,positive,Santa Vitoria,setembro,2015
1585,"A cultura de orientacao e foco em prestar um servico de qualidade para as criancas e a principal caracteristica do Vila Gale Clude de Campo.   Dispoe de boas condicoes de alojamento, relax com piscinas exteriores e interior, banho turco, restaurante e bar, adega de Santa Vitoria e inumeras atividades especialmente pensadas para os mais pequenos.  Os funcionarios sao muito prestaveis, tornando a experiencia diferenciadora.",3,positive,escolha,novembro,2015
1586,Este paraiso e a joia da coroa do grupo Vila Gale espaco de campo com todas as diversoes possiveis para a familia inteira gostava de agradecer a Sra Dora  Colaco e toda a sua equipa. As piscinas o Spa e toda envolvencia deste espaco nem falo do aconchego e limpeza dos quartos.,3,positive,Casa Santa,agosto,2015
1587,"A tranquilidade, a comodidade, o sossego, a boa Gastronomia, a Excelente relacao com a Natureza, a simpatia do Pessoal, sao razoes mais que evidentes para que, de tempos a tempos, me sinta obrigado a voltar e permanecer neste local...",3,positive,perder Queremos voltar,dezembro,2015
1588,"Hotel e ideal para uma escapadinha com as criancas, a Herdade e enorme e tem muitas atividades, o Spa e bom, Pequeno Almoco completo e a Adega Santa Vitoria com visita guiada...o vinho e muito muito bom.",3,positive,piscina interior aquecida,dezembro,2014
1589,"Ja estive neste hotel varias vezes e fico sempre com a vontade de voltar. A simpatia dos funcionarios, o local  onde esta localizado, o ambiente sao magnificos. Para quem tem criancas e otimo, pois o hotel tem uma boa estrutura a pensar nelas.",3,positive,funcionaria super simpatica,novembro,2015
1590,"Hotel muito bem localizado que proporciona um contacto impar com a natureza que envolve toda a zona.  Servicos de atendimento de elevada qualidade e profissionalismo. Disponibiliza diversos servicos e actividades ao ar livre Dispoe de servico de restauracao com diversos pratos Alentejanos, onde realca-se a gastronomia de elevada qualidade.",3,positive,Vila,outubro,2015
1591,"Hotel bom  para descanso com a familia onde tem todo o conforto de um hotel e onde pode usufruir do contacto com a natureza desde os passeios de bicicleta, piscins, spa, ate ao paint ball por marcacao, passeios a cavalo e muito, muito, mais. Recomendo as suites ainda para um maior sossego",3,positive,descanso,setembro,2015
1592,Boa experiencia do Vila Gale Clube de Campo. Os quartos e simpatia dos colaboradores sao de salientar. A envolvente e bastante relaxante e propicia bons momentos.  A comida do buffet podera ser melhorada.,3,positive,ambiente genuinamente rural,setembro,2015
1593,"Quartos agradaveis e com espaco para berco/cama para bebes. As piscinas sao muito boas, tem uma para adultos e outra para criancas. Os funcionarios sao simpaticos e disponiveis, no buffet a comida era reposta com muita regularidade. Hotel com animais o que proporciona atividades para as criancas. Devido ao valor das refeicoes ao almoco e a distancia do hotel compensa a pensao completa, para quem nao pretenda sair do hotel.",3,positive,envolvente muito bonita,setembro,2015
1594,"Tudo bom, piscinas, comida, staff, atividades, envolvente fabulosa, por-do-sol perfeito. Menos bom o preco extra das bebinas a refeicao especialmente o cafemto caro. o passeio de charrete entre as vinhas foi memoravel. gostei da piscina a parte so para criancas. A voltar obviamente",3,positive,ambiente genuinamente,setembro,2015
1595,"Sem duvida, o paraiso existe aqui tao perto. O silencio,  o bambolear da agua da piscina, a companhia das rolas, o verde como pano de fundo faz do Clube de Campo o cenario idilico para umas ferias a sos ou na companhia de amigos.  Adorei. Amei. Quero voltar. O staff e extremamente simpatico e atencioso. Recomendo vivamente. E o Alentejo e tudo o que ele tem de bom.",3,positive,genuinamente rural,julho,2015
1596,"Funcionarios muito prestaveis, sempre disponiveis. Quarto agradavel, so pena nao ter onde por toalhas de piscina e roupa a secar. Longe de tudo e de todos muito bom para fim de semana relaxante. Recomendo.",3,negative,bonita,julho,2015
1597,"A paisagem manda ouvir o som do silencio. O staff e muito profissional e afavel. Experiencias unicas a disposicao dos hospedes graudos sem esquecer os miudos. Comida fabulosa, especialmente as sobremesas. Vinhos de producao propria bastante razoaveis.",3,positive,ambiente,setembro,2015
1598,"Excelente hotel para Familias.  Passei varias vezes ferias quando tinha filhos pequenos, e  excelente.  Local agradavel, simpatia alentejana, paz e sossego, campo, enfim.... E la  passar. Convem permanecer com pensao  completa, pois fica fora de mao para ir procurar alternativas.",3,positive,charme,setembro,2015
1599,"Todos os anos passo alguns dias por aqui com a familia. Bom atendimento, boa comida e para quem gosta, bom vinho. Aconselho vivamente um passeio pelos terrenos, a pe, bicicleta, canoa, cavalo, moto4 ou jipe. Excelente para quem vem com os mais pequeninos, pois tem varias opcoes. Pode finalizar o dia com uma ida ao SPA.",3,positive,Espacos comuns,agosto,2015
1600,"Local longe de tudo. Convem pensar no pacote tudo incluido.  Boa limpeza, sitio agradavel.  Algumas atividades deixam-nos desiludidos. Andar de jeep ou moto 4 em planicie nao e bem radical.  Bom local para familias com filhos pequenos.",3,positive,lareira a arder,abril,2015
1601,"Tudo excelente,  dos quartos ao servico e a envolvente. Boa qualidade do restaurante mas aconselho o buffet.  Se vai para descansar e melhor a semana pois ao fim de semana vao muitos casais com criancas.  Qualidade ao nivel de um 5 estrelas!",3,positive,envolvente,setembro,2015
1602,"Apesar de ser uma estadia curta, rapidamente entramos em modo de descanso. O quarto superou a expetativa, pese seja a suite, a piscina infantil permite momentos mais tranquilos na piscina principal. a simpatia do staff e de salientar. optamos por refeicoes ligeiras no bar e tambem acima da media, apesar de estar com muito movimento, o tempo de espera foi reduzido. Em suma uma estadia tranquila e que merece o agradecimento a todo o staff que para tal contribui.",3,positive,genuinamente,setembro,2015
1603,"Pelo 2o. ano consecutivo estive neste hotel com a minha filha de 4 anos e o meu marido. O ano passado fiz uma avaliacao aqui no TripAdvisor, a minha opiniao nao muda muito, apenas saliento pela positiva a piscina para as criancas que esta diferente,  muito melhor, maior, com escorregas e, separada da piscina dos adultos, gostei. De resto a minha opiniao continua na mesma, a alimentacao poderia ser bem melhor (estamos num 4 estrelas), limpeza dos quartos demasiado tardia (sempre depois das 16/17 horas) e fraca, em 5 noites o chao do quarto nunca foi limpo, no WC apenas era reposto o stock dos sabonetes, etc. No restaurante o caos esteve sempre instalado, uma confusao, empregados demasiado inexperientes numa altura do ano tao movimentada, mesas por repor e reposicao da comida",3,negative,rural,setembro,2015
